tissue	cell_type_major	cell_type_minor	cell_type_subset	exp	markers
Pancreas	Epsilon cell	Epsilon cell	Epsilon cell	pos	"Acsl1,Adamts6,Aff3,Anxa13,Apoh,Arx,Asgr1,Bhmt,Bmp4,Calcr,Cd109,Col12a1,Col22a1,Corin,Cox6a2,Elovl2,Eya4,Fam124a,Frzb,Ghrl,Gramd2,Hmgcs2,Hrh2,Itga4,Krt8,Ms4a8a,Myo1a,Nkx2-2,Npy1r,Olfml3,Oprk1,Pcsk6,Phgr1,Ptger4,S100a6,Slc6a16,Slc7a9,Spink1,Sptssb,Thsd4,Tm4sf5,Vstm2l,Vtn,Xylb"
Pancreas	Gamma (PP) cell	Gamma (PP) cell	Gamma (PP) cell	pos	"Abcc9,Apobec2,Aqp3,Arx,Cartpt,Chn2,Cmtm8,Egr3,Entpd2,Etv1,Fgb,Fxyd2,Isl1,Lmo3,Meis1,Neurod1,Pax6,Ppy,Ptgfr,Pxk,Scgn,Sema3e,Sertm1,Slitrk6,Thsd7a"
Pancreas	Pancreatic progenitor cell	Pancreatic progenitor cell	Pancreatic progenitor cell	pos	"Arx,Ctnnb1,Cxcr4,Epas1,Isl1,Mfng,Neurog3,Nkx2-2,Onecut1,Pdx1,Ptf1a,Rgs16,Rpl23a,Sox9,Yap1"
Pancreas	Stellate cell	Stellate cell	Stellate cell	pos	"Col1a1,Col1a2,Col3a1,Col4a1,Col6a1,Col6a2,Col6a3,Ctgf,Cygb,Dynlt1,Fn1,Gem,Inhba,Krt10,Mgp,Mmp11,Mmp14,Ndufa4l2,Pdgfra,Pdgfrb,Rgs5,Sfrp2,Sparc,Spon2,Tgfb1,Thy1,Timp1,Timp3,Tnfaip6"
Pancreas	Schwann cell	Schwann cell	Schwann cell	pos	"Egfl8,Fign,Gfra1,Gfra2,Gfra3,Gulp1,Insc,Lrrtm1,Mpz,Ngfr,Olfml2a,Pnliprp1,Sema3b,Slitrk2,Slitrk6,Vgll3"
Lung	Lung Epithelial cell	Goblet cell	Goblet cell	pos	"Agr2,Aqp5,Cbr2,Ceacam1,Dcpp1,Dcpp2,Dcpp3,Dmbt1,Dusp4,Fxyd3,Galnt5,Galnt6,Ggh,Golph3,Gp2,Lipf,Ltf,Msln,Muc16,Muc20,Muc4,Muc5ac,Muc5b,Pigr,Qsox1,Scgb3a1,Sec23b,Spdef,Tff2,Wfdc18"
Lung	Lung Epithelial cell	Cilliated cell	Cilliated cell	pos	"Appl2,Ccdc153,Ccdc17,Ccdc181,Ccdc39,Ces1d,Cyp2s1,Dynlt1c,Fam161a,Fam177a,Foxj1,Lrrc23,Odf3b,Scgb1a1,Sec14l3,Tmem212,Tubb4b,Usmg5"
Lung	Lung Epithelial cell	Clara cell	Clara cell	pos	"Ahr,Aldh1a1,Bpifa1,Carm1,Ctse,Cyp2b10,Cyp2e1,Cyp2f2,Cyp4b1,Ern1,Foxm1,Lepr,Mmp28,Muc1,Muc4,Muc5b,Rab3d,Scgb1a1,Scgb3a1,Scgb3a2,Sftpa1,Sftpc,Sftpd,Syt2"
Lung	Lung Epithelial cell	Ionocyte	Ionocyte	pos	"Ascl3,Cftr,Clcnkb,Cyp2f2,Foxi1,Foxn4,Kcnma1,Scgb1a1,Slc12a2,Slc9a4,Slc9a7,Tfcp2l1"
Lung	Lung Epithelial cell	Alveolar type 1	Alveolar type 1	pos	"Ager,Akap5,Aqp3,Aqp5,Cldn18,Clic5,Col4a3,Col4a4,Crlf1,Ctgf,Cyp2b10,Cyp4b1,Egfl6,Emp2,Fstl3,Gprc5a,Gramd2,Hopx,Icam1,Igfbp6,Krt7,Mex3b,Mmp11,P2rx7,Pdpn,Pxdc1,Radil,Rtkn2,Scnn1a,Scnn1b,Scnn1g,Sec14l3,Sema3b,Sema3e,Smarca1,Vegfa"
Lung	Lung Epithelial cell	Alveolar type 2	Alveolar type 2	pos	"Abca3,Abcd3,Adgrf5,Ager,Cbr2,Cd36,Cd59a,Cebpa,Cldn18,Crlf1,Ctnnd1,Cxcl15,Cxcl2,Cxcr2,Ddx3y,Egfl6,Etv5,H2-q6,Il1b,Inmt,Irx1,Lamp3,Lpcat1,Lrg1,Ly6i,Lyz1,Muc1,Napsa,Nkx2-1,Nrn1,Pgc,Pigr,Ppbp,Ppp1r14c,Runx3,S100g,Scd1,Sdc1,Sfta2,Sftpa1,Sftpb,Sftpc,Sftpd,Slc34a2,Soat1,Wfdc17"
Liver	Cholangiocyte	Cholangiocyte	Cholangiocyte	pos	"Agr2,Alb,Alpl,Aqp1,Aqp4,Cckbr,Cftr,Cldn4,Cxcl1,Defb1,Elf3,Epcam,Fxyd2,Ggt1,Ggt6,Ggt7,Gpbar1,Hnf1b,Itgb4,Jag1,Kcnn2,Krt19,Krt7,Lcn2,Lgals2,Lgals4,Mmp7,Muc3,Muc5b,Onecut2,Pigr,Scgb3a1,Sctr,Slc4a2,Sox9,Spp1,Sstr2,Tacstd2,Tff1,Tff2,Tff3"
Liver	Hepatic stellate cell	Hepatic stellate cell	Hepatic stellate cell	pos	"Acta2,Adamts13,Alb,Bgn,Ccl2,Col1a1,Col1a2,Col3a1,Colec11,Ctgf,Cygb,Cyr61,Dcn,Des,Fap,Fgf10,Foxf1,Gfap,Hgf,Igfbp3,Igfbp6,Igfbp7,Meg3,Myb,Myl9,Ngfr,Nr1h4,Olfml3,Pdgfra,Pnpla3,Ppara,Pparg,Rbp1,Reln,Rgs5,Sema7a,Slc8a1,Sparc,Syp,Tagln,Timp1,Tpm2,Vcl,Vegfa,Wt1"
Liver	Hepatoblast	Hepatoblast	Hepatoblast	pos	"Afp,Alb,Cdh1,Cebpa,Dlk1,Foxm1,Ggt1,Hhex,Hnf1b,Hnf4a,Krt14,Krt18,Krt8,Map2k4,Met,Prox1,Smad5"
Liver	Hepatocyte	Hepatocyte	Hepatocyte	pos	"A1cf,Abcc3,Abcd3,Acadm,Acat2,Acly,Acss2,Afp,Ahr,Alb,Aldh6a1,Ambp,Ang,Anxa13,Apoa1,Apoa2,Apoa5,Apob,Apoc3,Apoh,Apom,Aqp3,Aqp9,Ar,Arg1,Asgr1,Asl,Ass1,Atic,Atp7b,Azgp1,Bche,Bnip3,C4b,Cdh1,Cebpa,Cp,Cps1,Crp,Ctnnb1,Cyp1a1,Cyp1a2,Cyp2e1,Cyp2f2,Cyp7a1,Defb1,Eid2,Entpd5,Epb41l4b,Eppk1,Fcna,Fga,Fgb,Fgfr4,Fgg,Fgl1,Fosl1,Foxa1,Foxa2,Foxa3,Fst,G0s2,G6pc,Gc,Gck,Ghr,Gjb2,Gls2,Glul,Golt1a,Gpat4,Gpc3,Grb14,Gsta2,Gulo,Hal,Hamp,Hhex,Hmgcs1,Hnf4a,Hsd11b1,Kif13b,Lepr,Lipc,Lrp5,Masp2,Mcc,Mrps18c,Msmo1,Mup3,Nnt,Nos2,Nr1i3,Ociad1,Orm1,Otc,Pah,Pck1,Phlda1,Plin1,Plscr1,Pon3,Prox1,Prrg4,Rcan1,Rhob,Rnd3,Rpp25l,Saa4,Samd5,Sat2,Sdc2,Sec16b,Serpina1c,Serpina6,Serpinh1,Sfrp5,Slbp,Slc10a1,Slc2a2,Slpi,Sptbn1,Sult1a1,Tat,Tfr2,Tkfc,Tm4sf4,Tm4sf5,Tm7sf2,Tmem97,Ttc36,Ttr,Ucp2,Ugt1a1,Vdr,Wt1,Wtap,Zhx2"
Liver	Myeloid cell	Kupffer cell	Kupffer cell	pos	"Adgre1,Adgre4,C1qa,C1qb,C1qc,Ccr5,Cd14,Cd163,Cd38,Chit1,Clec1b,Clec4e,Clec4f,Clec4g,Csf1r,Dnase1l3,Ear2,Fcna,Folr2,Gpihbp1,Hfe,Il1b,Irf7,Marco,Mmp13,Mnda,Mpo,Msr1,Osm,Pltp,Ppara,Ppard,Prok2,Siglecf,Slc11a1,Slc15a3,Slc40a1,Spic,Stard5,Timd4,Tlr4,Tlr9,Tnf,Trem1,Vdr,Vsig4"
Blood	Erythroblast	Erythroblast	Erythroblast	pos	"Bcl11a,Bpgm,Cd44,Cdh1,Cfp,Cga,Eng,Epor,Ets1,Gata1,Grsf1,Gypa,Igbp1,Itgb1,Kit,Klf1,Lmnb1,Lmo2,Lrp8,Piezo1,Tal1,Tfr2,Tfrc,Use1,Wrn"
Blood	Erythroid-like and erythroid precursor cell	Erythroid-like and erythroid precursor cell	Erythroid-like and erythroid precursor cell	pos	"Ahsg,Alad,Alas2,Apoa1,Aqp1,Arg1,Asns,Bpgm,Car1,Ccna2,Cd36,Cd44,Cd47,Cd55,Cd59a,Ceacam1,Cldn13,Cox6b2,Dcaf12,Edrf1,Epb41,Epb41l2,Epb42,Epor,Ermap,Fech,Fosb,Gh,Gypa,Gypc,Hba-a1,Hba-a2,Hba-x,Hbb-bh1,Hbb-bs,Hbb-bt,Hemgn,Hexa,Hist1h2ao,Hmbs,Htatsf1,Itga4,Kcnn4,Kel,Kit,Klf1,Lox,Ncoa4,Pan3,Pfas,Pklr,Pnpo,Rbm38,Rhag,Rhd,Rsad2,S100a8,S100a9,Slc25a37,Slc25a39,Slc4a1,Snca,Stfa1,Thbs1,Thrb,Tmcc2,Tspan33,Tspo2,Ubb,Ucp2,Urod,Uros,Vamp5"
Blood	Platelets	Platelets	Platelets	pos	"Abca3,Abcc4,Ackr3,Adam10,Adgre5,Agpat1,Aldh2,Alox12,Alox5ap,Angpt1,Arhgap10,Arhgdib,Atp2a3,Atp8a1,Bglap,Bin2,Ccl5,Ccr1,Ccr3,Ccr4,Cd109,Cd226,Cd36,Cd40,Cd40lg,Cd46,Cd69,Cd84,Cd9,Cdkn2d,Clec1b,Crlf2,Ctsa,Cxcl14,Cxcr4,Cyp2u1,Dab2,Esam,F11r,F13a1,F2r,F5,F7,Fermt3,Fhl1,Gng11,Gp1ba,Gp1bb,Gp5,Gp9,Gpx1,Grap2,Hfe,Hist1h2bc,Hist1h2bk,Hist1h3h,Il1a,Il33,Ilk,Itga2,Itga2b,Itgb2,Itgb3,Laptm5,Lgals8,Lrrc32,Ltbr,Lyz2,Map3k7cl,Mapk14,Mfsd2b,Mmrn1,Mpl,Myl9,Ncoa4,Nod2,Nrgn,Ost4,P2ry12,Palld,Pdlim1,Pdzk1ip1,Pecam1,Pf4,Plek,Ppbp,Ppdpf,Prex1,Prkar2b,Prkcd,Ptcra,Ptgs1,Ptgs2,Rap1b,Rasgrp2,Rgs18,S100a9,Scarb1,Selp,Selplg,Serpine1,Sh3bgrl2,Sirt3,Slc17a9,Slc26a4,Slc2a3,Smox,Sparc,Spn,Srgn,Stx11,Thbs1,Tlr1,Tlr4,Tlr6,Tnfsf14,Treml1,Treml2,Tubb1,Vegfa,Vwf,Wipf1"
Blood	Reticulocyte	Reticulocyte	Reticulocyte	pos	"Cd36,Folr1,Itga4,Ruvbl1,Slc11a2,Tfrc,Ube2o,Ucp3"
Blood	Megakaryocyte	Megakaryocyte	Megakaryocyte	pos	"Ache,Alox12,Cd9,Cib1,Cxcr1,Cxcr2,Cxcr4,Epor,F13a1,Fli1,Gata1,Gata2,Gp1ba,Gp5,Gp9,Il21r,Il2ra,Il6,Itga2b,Itgb3,Kif5b,Lat,Lrp1,Mafg,Matk,Mkl2,Mpl,Nfatc1,Pde6b,Pecam1,Pf4,Plek,Plk3,Pparg,Prox1,Rgs18,S100a8,S100a9,Selp,Slamf1,Spon2,Syp,Tgfb1,Tlr9,Treml1,Tspan9,Vegfa,Vwf"
Bone	Hematopoietic stem cell	Hematopoietic stem cell	Hematopoietic stem cell	pos	"Abcg2,Ace,Adgrg1,Aldh1a1,Angpt1,Anpep,Apc,Arid3a,Baalc,Bmi1,Cd33,Cd34,Cd44,Cd48,Cdcp1,Cdh2,Ctnnal1,Cxcr4,Dnmt3b,Egr1,Egr3,Elf1,Erg,Esam,Fgd5,Flt3,G0s2,Gata2,Gata3,Gfi1,Gfi1b,Gjb1,Gnl3,Gpr171,Hhex,Hlf,Hlx,Hmgb3,Hoxb5,Il3ra,Itga2b,Itga4,Itga6,Kit,Lyl1,Maff,Mecom,Meis1,Mgst1,Mpl,Myadm,Mycn,Myct1,Ncor2,Neo1,Nfe2,Nkx2-3,Nkx3-1,Notch1,Notch2,Pbx2,Pitx2,Plxdc2,Prnp,Procr,Prom1,Ptprc,Ptpre,Ptprs,Rgs18,Robo4,Runx1,Slamf1,Spn,Taf7,Tal1,Tek,Tet2,Tgfb2,Thsd1,Thy1,Tlr2,Trpc6,Txnip,Vwf"
Bone	Osteoblast	Osteoblast	Osteoblast	pos	"Alpl,Bglap,Bglap2,Bmp1,C5ar1,Calb1,Ccl11,Cd44,Col11a1,Col11a2,Col12a1,Col1a1,Cx3cl1,Cxcl12,Cyp27b1,Efnb2,Egfl6,Ephb4,Esr1,F2r,Fas,Fgfr1,Fgfr2,Foxo1,Gper1,Hif1a,Ibsp,Il33,Insr,Itga2,Itga5,Lrp4,Lrp5,Maged1,Mmp13,Nf2,Nlrp3,Nod1,Nod2,Npnt,Olfml1,Olfml2b,P2rx4,P2rx5,Pard6g,Penk,Phex,Plcd4,Postn,Pth1r,Runx2,Sfrp4,Slc6a6,Socs3,Sp7,Spp1,Thy1,Tlr5,Tnfsf11,Vcam1,Vdr,Wisp2,Wnt5a"
Bone	Osteoclast precursor cell	Osteoclast precursor cell	Osteoclast precursor cell	pos	"Cysltr1,Mitf,Nfkb1,Nfkb2,Tlr4,Tnfrsf11a,Traf6,Trem2"
Bone	Osteoclast	Osteoclast	Osteoclast	pos	"Acp5,Ager,Aqp9,Casr,Ccl3,Cd68,Ctsk,Cx3cr1,Dcstamp,Efnb2,Egfl7,Ephb1,Esr1,Grm8,Hif1a,Irak3,Itga2,Itgav,Itgb1,Itgb3,Itgb5,Itpr3,Kcnma1,Mmp9,Nrp2,Onecut1,Oscar,P2ry6,Pth1r,Ptpra,Rab3b,Rgs18,Sema4d,Serpinf1,Slc2a1,Slc39a14,Smad4,Snx10,Sost,Spp1,Tas1r3,Thra,Tnfrsf11a,Tnfrsf11b,Trpv5,Vdr,Zbtb7a"
Bone	Osteocyte	Osteocyte	Osteocyte	pos	"Efnb2,Fgf23,Pdpn,Pfn1,Sost"
Embryo	Epiblast cell	Epiblast cell	Epiblast cell	pos	"Bcl11a,Cdh1,Cldn6,Cldn7,Crmp1,Cxcl12,Dpysl5,Epcam,Eras,Fgf15,Ina,Lef1,Mfap2,Nanog,Pou5f1,Slc35d3,Sox11,Tdgf1"
Embryo	Hemangioblast	Hemangioblast	Hemangioblast	pos	"Etv2,T,Tal1"
Embryo	Trophoblast cell	Trophoblast cell	Trophoblast cell	pos	"Ackr2,Adam19,Ascl2,Cd4,Cdx2,Cyp24a1,Dlx3,Elf5,Gcm1,Hand1,Hopx,Igf2,Inhba,Krt7,Lif,Mlana,Parp1,Perp,Phlda2,Pthlh,Serpine1,Sirt1,Star,Tfeb,Tnfrsf9,Ttpa"
Embryo	Trophoblast progenitor cell	Trophoblast progenitor cell	Trophoblast progenitor cell	pos	"Foxo4,Isg20,Tfap2c"
Embryo	Trophoblast stem cell	Trophoblast stem cell	Trophoblast stem cell	pos	Tfap2c
Eye	Müller cell	Müller cell	Müller cell	pos	"Abca8a,Anxa4,Apoe,Aqp4,Atg4b,Car14,Cd44,Clu,Cnr2,Col11a1,Col1a1,Col2a1,Col3a1,Col4a2,Col5a1,Col6a1,Col9a1,Crb1,Crot,Crym,Dapl1,Dbi,Dkk3,Glul,Gnai2,Gpr37,Gstm5,Gstt1,Hes1,Il33,Il6,Itm2b,Kcnj10,Kcnj2,Kit,Prdx6,Rdh10,Rlbp1,S100a16,Sftpa1,Six3os1,Slc1a3,Slc38a3,Slc38a5,Slc6a1,Slitrk2,Sox2,Spc25,Synpr,Tlr2,Vegfa,Vsx2,Zbed4"
Eye	Photoreceptor cell	Photoreceptor cell	Photoreceptor cell	pos	"Adamts5,B3galt2,Cabp5,Cacna2d3,Cacna2d4,Car8,Ccdc136,Chga,Cntn4,Cntnap2,Cplx3,Crx,Frmd3,Gabra1,Gabrg2,Gls,Gnb3,Gng13,Gpr179,Grm6,Hspa12a,Isl1,Kcnma1,Lin7a,Lrtm1,Ndnf,Neurod4,Nlk,Nr2e3,Nrl,Ntng1,Otx2,Pcbp3,Pcp2,Pdc,Pde6g,Prkca,Prox1,Qpct,Rcvrn,Rd3l,Rho,Rnf152,Rnpc3,Rom1,Sag,Sebox,Strip2,Stx3,Syne1,Tpbg,Trnp1,Vstm2b,Vsx2,Zfp365"
Eye	Retinal progenitor cell	Retinal progenitor cell	Retinal progenitor cell	pos	"Calb2,Hes1,Lgr5,Msi1,Nefh,Notch1,Pax6,Rax,Rho,Sag,Six3,Six6,Sox9"
Eye	Bipolar cell	Bipolar cell	Bipolar cell	pos	"Mip,Gnas,Isl1"
Eye	Neuron	InterNeuron	InterNeuron	pos	"Aak1,Abat,Abcc5,Abr,Acbd5,Acsl4,Adarb1,Adcy1,Adcy8,Adgra1,Adgrl2,Adora2a,Agap1,Akap8l,Apoc3,Aqp4,Arhgap21,Arx,Atg12,Bace1,Brinp1,Cacna1e,Cacna1i,Cacnb1,Cacng2,Cacng7,Calb1,Calb2,Caln1,Camk2a,Camk4,Camkv,Car11,Cask,Ccdc136,Cck,Cdh4,Cdhr1,Cdk17,Cdkl5,Ces1d,Cga,Chat,Chn1,Chst1,Cldn9,Cplx1,Cpne5,Crh,Crhr1,Ctgf,Cxcl14,Dcaf7,Ddn,Deptor,Dhrs3,Disp2,Dlgap1,Dlx1,Dlx2,Dlx5,Dnajc6,Dnm3,Dzank1,Eid2,Elmo1,Eml5,En1,Eomes,Etv1,Evx1,Fam81a,Fbxo11,Fbxw11,Fchsd2,Fgf12,Frrs1l,Fryl,Gabbr2,Gabra4,Gabra5,Gad1,Gal,Gata2,Gda,Gng4,Gria4,Grin2d,Grm1,Hap1,Hivep2,Hlf,Hpcal4,Hspa12a,Htr3a,Ids,Igsf21,Ildr2,Inafm1,Isca1,Isl1,Kcna2,Kcnc1,Kcnc2,Kcnip2,Kcnk9,Kcnma1,Kcnq5,Kitl,L1cam,Lhx1,Lhx3,Lhx5,Lhx6,Lingo1,Lmo3,Lpgat1,Ly6g6e,Lynx1,Lypd1,Magee1,Nat14,Nbea,Ncald,Ndnf,Nefm,Nmb,Nos1,Nov,Nptxr,Npy,Nrgn,Nrip3,Nrn1,Nrsn2,Ntng1,Nxph1,Nxph4,Oprm1,Oxr1,Pacsin1,Parm1,Pax2,Pax6,Pcbp3,Pcf11,Pcp4l1,Pcsk2,Pde1a,Pde4a,Pdp1,Pianp,Pitx1,Pitx2,Plcb4,Pnoc,Pou2f2,Prkcb,Prkcd,Prkcg,Psd3,Ptpn3,Ptpn4,Ptpro,Pvalb,Rab15,Rab26,Rab3b,Ramp3,Reln,Rgma,Rgs10,Rgs17,Rgs7bp,Rora,Rorb,Rprml,Scamp1,Scn2b,Scn8a,Scrt1,Sema3e,Shisa6,Shisa8,Shisa9,Shox2,Slc12a5,Slc16a1,Slc17a6,Slc17a7,Slc22a15,Slc36a1,Slc5a7,Spock3,Spty2d1,Srgap1,Srgap3,Sst,Surf1,Sv2b,Syn1,Synpr,Syt13,Syt7,Tacr1,Tceal3,Th,Timeless,Tmem132d,Tmem163,Trh,Trim9,Tshb,Vgf,Vip,Vldlr,Vsx2,Zdhhc17,Zdhhc22,Zic4"
Eye	Retinal ganglion cell	Retinal ganglion cell	Retinal ganglion cell	pos	"Ablim3,Akap7,Atf6b,Barhl2,Bbc3,Btbd10,Cacnb3,Ccdc184,Cdk14,Chrna6,Chrnb3,Cpne4,Cpne5,Csdc2,Dctn1,Dner,Dpp10,Dtx1,Efna3,Evc2,Fbxo44,Fgf12,Fxyd7,Galnt14,Galnt9,Galntl6,Ggt7,Gphn,Grip1,Hpca,Iglon5,Irx5,Irx6,Isl1,Kctd8,Klhdc8a,Lhfpl5,Mab21l2,Mtus2,Narf,Nefm,Nell1,Ngf,Nhlh2,Nkain3,Pou4f1,Pou4f2,Pou6f2,Prkca,Rbpms,Rbpms2,Rtn2,Scaper,Shd,Six6,Slc17a6,Slc29a4,Smim18,Sncg,Snx16,Srrm3,Stoml1,Syt16,Them4,Tmem163,Tox2,Ttll1,Ydjc,Zfp580"
Eye	Schwann cell	Schwann cell	Schwann cell	pos	"Agr2,Aldoc,Apod,Art3,Aspa,Bag3,Bcas1,Bche,Cadm4,Cd59a,Cd82,Cldn19,Cmtm5,Cnp,Cryab,Cthrc1,Egfl8,Gfap,Gfra3,Gpr37l1,Itgb4,Kcna1,Lamc1,Lgi4,Mag,Matn2,Mpz,Ndrg1,Nf2,Ngfr,Nov,Npy,Nrn1,Ntrk1,Olig1,Plp1,Pmp22,Pou3f1,Prx,Rxrg,S100b,Scn7a,Sema3b,Sept9,Sox10,Stmn1,Tagln,Tst"
Intestine	Enteric glia cell	Enteric glia cell	Enteric glia cell	pos	"Aldh1a1,Aldh1a3,Cxcl14,Dhrs3,Dkk3,Foxd3,Gfap,Gfra3,Ints6,L1cam,Lgi4,Mpz,Nos2,Rgs16,S100b,Slc18a2,Sox10"
Intestine	Enteric Neuron	Enteric Neuron	Enteric Neuron	pos	"Ahdc1,Arhgap26,Arhgef28,Astn1,Atf5,Cacna1b,Cacna1e,Cartpt,Casz1,Cck,Celf6,Chrna3,Cyb561,Cyth3,Dmkn,Efna5,Eml5,Fam19a1,Fam19a5,Fbxo7,Filip1,Flot2,Fstl5,Gal,Gcnt2,Gfra2,Golga7b,Gpr22,Hand2,Hivep3,Hoxa5,Hoxb4,Hoxb5,Igf2bp3,Jph3,Lix1,Map6,Mfsd6,Myl1,Nmu,Parva,Phox2b,Pik3ca,Pirt,Plce1,Plekha5,Ppp2r5b,Ret,Rgmb,Rgs3,Scn3a,Scn7a,Slc10a4,Slc18a3,Slc5a7,Slc7a14,Snx21,Stxbp5,Tac1,Tlx2,Tm4sf4,Tox,Tshz1,Ttbk2,Tub,Vezt,Vip,Vstm2l,Zdhhc2"
Intestine	Epithelial cell	Intestinal Epithelial cell	Enterochromaffin cell	pos	"Adgrg4,Adm,Afp,Crh,Fgf1,Gjb1,Lmx1a,Piezo2,Reg4,Slc18a1,Tph1,Trpa1"
Intestine	Epithelial cell	Intestinal Epithelial cell	Enterocyte	pos	"Abcc2,Abcg2,Abcg5,Abcg8,Abhd11,Acsl5,Adh6a,Aldob,Alpi,Anpep,Apoa1,Apoa4,Apob,Apobec1,Apoc3,Aqp1,Aqp11,Aqp7,Aqp8,Art3,Ascl2,Aspn,Car1,Casp6,Cbr1,Ccl25,Cd36,Cd55,Cdc42ep5,Cdh17,Cdh19,Cdo1,Cdx1,Cdx2,Ceacam1,Clca4b,Cldn15,Clec2h,Col18a1,Col20a1,Cps1,Creb3l3,Ctrb1,Cybrd1,Dab1,Defa24,Degs2,Dgat1,Dgat2,Dmbt1,Dpp4,Ehf,Elf3,Ephx2,Fabp1,Fabp2,Fabp6,Fahd1,Fbp2,Fermt1,Fgf15,Flot2,Fuom,G0s2,Gata4,Gfra2,Gkn3,Gls,Gsta1,Gstm3,Gulp1,Hmox1,Hnf4a,Isx,Khk,Klf5,Krt20,Krtcap3,L1cam,Lct,Lgals2,Lypd8,Maoa,Mep1a,Mogat2,Mttp,Muc13,Muc3,Myo1a,Nkd2,Nlrp6,Npc1l1,Nr1h4,Nr5a2,Olfr77,Otc,Pdha1,Pdzk1,Phgr1,Plin2,Plin3,Pmepa1,Pparg,Ppp1r14d,Prap1,Prr15l,Prss2,Prss32,Rbp2,Reg3a,Rgmb,Rnf186,S100g,Sdsl,Slc10a2,Slc11a2,Slc15a1,Slc23a1,Slc26a2,Slc26a3,Slc28a1,Slc28a2,Slc2a2,Slc2a5,Slc30a10,Slc35f1,Slc39a5,Slc40a1,Slc51a,Slc51b,Slc5a1,Smoc2,Sox10,Spon2,Tm4sf5,Tm6sf2,Tmc4,Tmem45b,Treh,Trpm6,Try4,Try5,Vdr,Vil1,Vnn1"
Intestine	Epithelial cell	Intestinal Epithelial cell	Enteroendocrine cell	pos	"Afp,Alcam,Arx,Cck,Chga,Chgb,Cpe,Enpp2,Fabp5,Ffar1,Ffar3,Ffar4,Gal,Gast,Gcg,Gfra3,Ghrl,Gip,Glp1r,Glp2r,Gnat3,Gpr119,Iapp,Insl5,Isl1,Mc4r,Neurod1,Neurog3,Nkx2-2,Npsr1,Nts,Nucb2,Pax6,Pcsk1,Pyy,Rimbp2,Scgn,Scn3a,Sct,Sst,Sstr2,Tac1,Tas1r2,Tas1r3,Trpa1,Vegfa,Vwa5b2"
Intestine	Epithelial cell	Intestinal Epithelial cell	Goblet cell	pos	"Agr2,Aqp3,Atoh1,Bace2,Ccl9,Cdon,Cdx2,Clca1,Creb3l1,Fcgbp,Galnt12,Guca2a,Itln1,Klk1,Krt20,Krt7,Lrrc26,Manf,Muc13,Muc2,Muc3,Muc4,Muc5ac,Muc5b,Nlrp6,Otogl,Pdia5,Phgr1,Pla2g10,Rep15,Slc9a8,Spdef,Spink4,Tff3,Tmem207,Tpsg1,Zg16"
Intestine	Epithelial cell	Intestinal Epithelial cell	Microfold cell	pos	"Ahr,Anxa5,Ccl20,Ccl6,Ccl9,Ctsd,Ctsh,Cxcl16,Cyba,Ehf,Fabp5,Fosl2,Foxp4,Gjb2,Gp2,Irf2,Irf6,Marcksl1,Mfge8,Mier3,Mtf1,Nfib,Nfic,Onecut2,Pglyrp1,Rac2,Relb,Serpinb6a,Sox8,Spib,Tmprss2,Tnfaip2,Tulp4,Zfp553"
Intestine	Epithelial cell	Intestinal Epithelial cell	Tuft cell	pos	"Alox5,Asic5,Atoh1,Avil,Camk2b,Cd24a,Cdhr2,Dclk1,Drd3,Espn,Fabp1,Ffar3,Gfi1b,Gnat3,Gng13,Il13ra1,Il17rb,Il25,Il4ra,Irf7,Klf3,Klf6,Lrmp,Nradd,Nrep,Plcb2,Pou2f3,Ptgs1,Ptprc,Rac2,Rgs2,Siglecf,Sox9,Sucnr1,Tas1r3,Trpm5,Tslp,Tubb5"
Intestine	Epithelial cell	Intestinal Epithelial cell	Crypt cell	pos	"Ascl2,Axin2,Bmi1,Ephb2,Hopx,Kcne3,Kcnq1,Lgr5,Lrig1,Msi1,Olfm4,Prom1,Slc12a2,Smoc2,Tert,Tnfrsf19"
Intestine	Epithelial cell	Intestinal Epithelial cell	Paneth cell	pos	"Adipoq,Agr2,Ang4,Atg16l1,Cfd,Clca1,Csf2,Ctnnb1,Defa17,Defa20,Defa21,Defa22,Defa23,Defa24,Defa26,Defa3,Defa5,Dll1,Dll4,Dmbt1,Fabp4,Gpx2,Guca2a,Guca2b,Il4ra,Itln1,Kcnn4,Klf15,Lgals2,Lgr4,Lyz1,Mmp7,Mptx1,Mptx2,Muc2,Nod2,Pla2g2a,Pnliprp2,Prss1,Rap1a,Reg3b,Reg3g,Retnlb,Ripk2,Spink4,Tlr5,Tlr9,Tm4sf20,Wnt3,Wnt9b"
Stomach	Epithelial cell	Gastric Epithelial cell	Parietal cell	pos	"Aqp4,Asap3,Atp4b,Bmi1,Hamp,Hdc,Hip1r,Kcne2,Kcnq1,Podxl,Ptch1,Shh,Slc12a6"
Stomach	Epithelial cell	Gastric Epithelial cell	Foveolar cell	pos	"Akr1b10,Anxa10,Cldn18,Clps,Foxq1,Gkn1,Gkn2,Gsdma2,Gsta1,Il33,Krt20,Lgals2,Lgals4,Muc1,Muc5ac,Pgc,Pla2g1b,Psca,Ptgr1,Sprr2a1,Sprr2a3,Sult1c2,Tff1,Tff2"
Stomach	Epithelial cell	Gastric Epithelial cell	Gastric chief cell	pos	"Anpep,Bhlha15,Chrm3,Egfr,Kcnq1,Lep,Lgr5,Prkcz,Rab3d"
