tissue	cell_type_major	cell_type_minor	cell_type_subset	exp	markers
Heart	Cardiac stem and precursor cell	Cardiac stem and precursor cell	Cardiac stem and precursor cell	pos	"Abcg2,Adgrl2,Ankrd1,Bmp4,Etv2,Fut4,Gata4,Isl1,Kit,Mesp1,Myh6,Nkx2-5,Tbx18,Tbx3,Tbx4,Wnt5a,Wt1"
Heart	Cardiomyocyte	Cardiomyocyte	Cardiomyocyte	pos	"Acta1,Actc1,Actn2,Adipoq,Adipor1,Adipor2,Adm,Adprhl1,Alcam ,Alpk3,Ankrd1,Aqp1,Art3,Asb2,Atp2a2,Bdnf,Bmp4,Casq2,Cd36,Ckb,Ckm,Ckmt2,Coro6,Cox8b,Cpt1a,Csrp3,Ctgf,Ctnnb1,Cxcr4,Des,Dmd,Eno3,Fabp4,Fgf2,Fgf23,Fhl2,Fmod,Gata4,Gata6,Gja5,Gpihbp1,Hamp,Hand1,Hand2,Hey2,Hmgb2,Hspb7,Jph2,Lox,Mb,Mfn2,Mhrt,Mitf,Mttp,Mybpc3,Myh6,Myh7,Myh7b,Myl2,Myl3,Myl4,Myl7,Myom1,Myom2,Myoz2,Nexn,Nkx2-5,Notch1,Nppa,Nppb,Nppc,Obscn,Pde1a,Pde4d,Pdlim5,Pln,Pnmt,Pygm,Rbm20,Rbm24,Rrad,Ryr2,Sgpl1,Slc5a1,Sln,Smpx,Sorbs2,Sox18,Speg,Stc1,Strn,Tbx20,Tcap,Tnnc1,Tnni1,Tnni3,Tnnt2,Tpm1,Trdn,Trim63,Trpv1,Ttn,Txlnb,Vldlr,Zfpm2"
Heart	His bundle cell	His bundle cell	His bundle cell	pos	"Gja5,Gjc1,Kcnk3"
Heart	Purkinje fiber cell	Purkinje fiber cell	Purkinje fiber cell	pos	"B3gat1,Gja5,Gjc1,Kcnk3,Nefm"
Breast	Epithelial cell	Epithelial cell	Luminal epithelial cell	pos	"Agr2,Anpep,Anxa1,Aqp3,Aqp5,Ar,Areg,Atp2c2,Atp7b,Btg1,Cd74,Cd9,Cdh1,Cebpd,Cldn4,Ddr1,Esr1,Fgfr2,Fgfr4,Fgg,Hif1a,Hmga1,Krt18,Krt19,Krt23,Krt8,Lcn2,Ltf,Muc1,Pgr,Pip,Prom1,Pth1r,Runx1,Saa2,Slc12a2,Slpi,Stc2,Sytl2,Tnfsf10,Uxt,Wfdc2,Wnt5a"
Breast	Epithelial cell	Epithelial cell	Mammary epithelial cell	pos	"Abcg2,Aldh1a3,Ano1,Btn1a1,Btn2a2,Cdh1,Cited1,Cldn1,Cldn4,Csn1s1,Csn1s2a,Csn2,Csn3,Ffar1,Foxp4,Irf6,Kdm3a,Krt14,Krt17,Krt18,Krt19,Krt5,Krt7,Krt8,Lif,Lsr,Mmp14,Nedd9,Nnmt,Padi2,Piezo1,Pip,Prlr,Pygo2,Rarres1,Runx2,Serpinb5,Sgms2,Slc30a2,Stat3,Sult1e1,Tox3,Wap,Wfdc18,Wnt5b"
Skeletal muscle	Myoblast	Myoblast	Myoblast	pos	"Ache,Adam12,Angpt2,Arl4d,Braf,Capn1,Ccl2,Cdh15,Cxcl1,Des,Egfr,Eno3,Fgfr4,Flnc,Igf2,Lif,Musk,Myd88,Myf5,Myf6,Myod1,Myog,Ngf,Pax3,Pax7,Pdzrn3,Six1,Stk40,Tbx3,Tnfrsf12a,Tpm2,Ttn,Zbtb16"
Skeletal muscle	Myocyte	Myocyte	Myocyte	pos	"Acta1,Actc1,Actn2,Actn3,Adam12,Ankrd1,Ankrd2,Arhgap26,Capza3,Cav3,Cdh15,Chodl,Ckm,Clock,Cmklr1,Cxcr4,Des,Dll1,Dmd,Dock1,Dock5,Edn1,Eno3,Fhl2,Flnc,Gata4,Gata5,Il4,Il4ra,Iqsec1,Itga3,Itga7,Lama2,Lamb1,Ldb1,Ldb3,Mef2a,Mef2b,Mef2d,Mmp2,Mmp9,Mrc1,Mstn,Myf5,Myf6,Myh1,Myh14,Myh4,Myh7,Myh8,Myl1,Mylpf,Myod1,Myog,Myoz1,Nbr1,Neb,Nid1,Nid2,Notch3,Nphs1,Nppa,Nppb,Olfr599,Pax3,Pax7,Pld1,Popdc2,Prkcq,Ptgir,Ptk2,Pxn,Pygm,Six1,Six4,Sulf1,Tcap,Thbs4,Tmod4,Tnnc1,Tnnc2,Tnni1,Tnni2,Tnnt1,Tnnt3,Tpm2,Trio,Ttn,Washc1,Wipf1"
Skeletal muscle	Satellite cell	Satellite cell	Satellite cell	pos	"Asb5,Barx2,Bdkrb1,Bmi1,Calcr,Cav1,Cdcp1,Cdh1,Cdh15,Cxcl1,Cxcr4,Dmd,Erbb2,Foxk1,Gal,Heyl,Hmox1,Hoxc10,Irf2,Isl1,Itga7,Mesp1,Met,Mstn,Myf5,Myod1,Ncam1,Nfatc2,Notch3,Pax3,Pax7,Peg3,Runx1,Scrib,Six1,Sox8,Spry1,Srxn1,Tcf21,Tnfrsf12a,Trim32,Vamp2,Vcam1,Zfp423"
Skin	Keratinocyte	Keratinocyte	Keratinocyte	pos	"Anxa8,Aqp3,Ccl2,Cxcl1,Dmkn,Dsc3,Entpd2,Fgf5,Flg,Fst,Gjb3,Icam1,Il13ra1,Irf3,Ivl,Kprp,Krt1,Krt10,Krt14,Krt15,Krt16,Krt17,Krt36,Krt5,Krt84,Lama5,Lamc2,Lcn2,Lgals7,Ngfr,Pkp1,Pkp3,Plec,Rel,Ripk4,S100a14,Sbsn,Sfn,Sgpp1,Sirt7,Sprr1a,Sprr1b,Tfap2a,Tgm1,Trim29"
Skin	Langerhans cell	Langerhans cell	Langerhans cell	pos	"Ache,Ahr,Ccr6,Cd207,Cd80,Cldn1,Defb3,Ehf,Epcam,Gpnmb,Prkcb,Ptprc,Tlr2,Tlr4,Tlr9"
Skin	Melanocyte	Melanocyte	Melanocyte	pos	"Ahnak2,Ahr,Bmi1,Bnc2,Crabp1,Ctns,Dct,Dkk3,Enpp1,Filip1l,Gpnmb,Hspb1,Il24,Klc2,Loxl2,Mc1r,Men1,Mitf,Mlana,Pax3,Pmel,Pomc,Ppara,Ppard,Pparg,Prkca,Ptgds,Ptn,Rab38,Serpinb1a,Slc45a2,Slk,Sox9,Tfap2a,Tph2,Trpm1,Tyr,Tyrp1,Zc3h7a"
Skin	Merkel cell	Merkel cell	Merkel cell	pos	"Atoh1,Chga,Fli1,Gfi1,Gnai1,Id2,Krt18,Krt20,Krt8,Piezo2,Pou4f3,Sox2,Trpv4,Ttf1,Vil1"
Skin	Sebocyte	Sebocyte	Sebocyte	pos	"Adipor1,Angptl4,Calca,Camp,Cdh1,Cebpa,Cebpb,Cnr2,Crh,Crhr1,Cyp24a1,Exo1,F2rl1,Ffar2,Ffar3,Hrh1,Ihh,Klf5,Krt7,Lta4h,Muc1,Ptger2,Rdh12,Srd5a2"
Skin	Trichocyte	Trichocyte	Trichocyte	pos	"Dsg2,Dsg4,Hoxc13,Krt81,Krt86"
Smooth muscle	Airway smooth muscle cell	Airway smooth muscle cell	Airway smooth muscle cell	pos	"Acta2,Foxf1,Gata5,Nog"
Smooth muscle	Myoepithelial cell	Myoepithelial cell	Myoepithelial cell	pos	"Acta2,Actg2,Cd109,Cdh3,Cnn1,Egfr,Fst,Grwd1,Krt14,Krt17,Krt5,Lamb3,Lamc2,Mdfi,Mme,Myh11,Myl9,Mylk,Ngfr,Pxn,Serpinb5,Sfn,Smim3,Sphk1"
Smooth muscle	Myofibroblast	Myofibroblast	Myofibroblast	pos	"Acta2,Cald1,Cdh11,Des,Gfap,Myl9,Palld,Tagln,Tns1"
Smooth muscle	Pulmonary vascular smooth muscle cell	Pulmonary vascular smooth muscle cell	Pulmonary vascular smooth muscle cell	pos	"Angpt1,Pdgfrb"
Smooth muscle	Smooth muscle cell	Smooth muscle cell	Smooth muscle cell	pos	"Aaed1,Ackr3,Acta2,Actc1,Actg2,Adamdec1,Akt2,Angpt1,Ankrd1,Aoc3,Bgn,Cnn1,Crabp1,Des,Dmpk,Ehd2,Fabp4,Fas,Fbln5,Fhl2,Gja4,Gjc1,Hexim1,Hhip,Hspb6,Itga1,Itga8,Itga9,Jph2,Kat2b,Kcnab1,Kcnmb1,Kif1c,Lamb2,Lgr6,Lmo7,Lmod1,Lox,Map3k7cl,Mfap5,Mrvi1,Msrb3,Mustn1,Myh11,Myh6,Myl9,Mylk,Mylk4,Nexn,Nf2,Notch3,Nov,Nox4,Nrp2,Obscn,Ogn,Otud1,Pcp4l1,Pde4dip,Pdgfd,Pln,Rasl12,Rbpms2,Rgs5,Rprm,Rrad,Sec24d,Sh3bgr,Slc38a11,Smoc1,Smtn,Sncg,Sod3,Speg,Spon2,Sspn,Tagln,Tcf21,Vasn,Wfdc1,Wwp2,Zbtb44"
Smooth muscle	Vascular smooth muscle cell	Vascular smooth muscle cell	Vascular smooth muscle cell	pos	"Acta2,Myh11,Pdgfrb,Sema3d,Tbx18,Wt1"
Brain	Astrocyte	Astrocyte	Astrocyte	pos	"Aanat,Acsbg1,Acsl6,Agt,Aldh1l1,Aldoc,Apoe,Aqp4,Bcl2,Bcrp1,Birc5,Bysl,Ccr7,Cd40,Cldn10,Cmtm5,Dio2,Entpd2,Ets1,Fabp7,Fgfr3,Fzd2,Gap43,Gfap,Gja1,Gjb6,Glul,Gpr37l1,Gsta4,Hes1,Hmg20a,Hspa2,Hspb6,Htra1,Il23a,Itih3,Klhdc8a,Lcat,Lcn2,Lgals3,Luzp2,Ndrg2,Nfatc3,Nkain4,Notch1,Ntsr2,Pea15,Pla2g7,Plxnb1,Rlbp1,S100a8,S100b,S1pr1,Slc16a2,Slc1a2,Slc1a3,Slc1a6,Slc25a28,Slc25a46,Slc39a12,Slc4a4,Slc6a11,Slc7a10,Slit1,Snph,Socs3,Sox9,Srr,Syne1,Synm,Tead1,Tril,Vim,Wnt3"
Brain	Microglia	Microglia	Microglia (M1)	pos	"Cd80,Cd86,Cd36,Cd40,Cd68,Cd74,Fcgr2a,Fcgr2b,Fcgr3a,Fcgr3b,Hla-dra,Hla-drb1,Hla-drb5,Hla-drb3,Hla-drb4,Cox20,Nos2"
Brain	Microglia	Microglia	Microglia (M1)	sec	"Ccl2,Ccl3,Ccl4,Ccl5,Ccl8,Ccl11,Ccl12,Ccl15,Ccl19,Ccl20,Cx3cl1,Cxcl1,Cxcl9,Cxcl10,Cxcl11,Cxcl13,Ifng,Il1b,Il2,Il6,Il12a,Il15,Il17a,Il18,Il23a,Mfge8,Mmp3,Mmp9,Nos2,Tnf"
Brain	Microglia	Microglia	Microglia (M2a)	pos	"Arg1,Pparg,Tgm2,Cd163,Clec10a,Cd209,Hla-dra,Hla-drb1,Hla-drb5,Hla-drb3,Hla-drb4,Mrc1,Cd33,Msr1,Trem2"
Brain	Microglia	Microglia	Microglia (M2a)	sec	"Ccl13,Ccl14,Ccl17,Ccl18,Ccl22,Ccl23,Ccl24,Ccl26,Retnlb,Igf1,Il1rn,Il4,Il10,Il13,Pdgfa,Pdgfb,Tgfb1,Tgfb2,Tgfb3,Chi3l1"
Brain	Microglia	Microglia	Microglia (M2b)	pos	"Cox2,Socs3,Sphk1,Sphk2,Cd86,Fcgr1a,Fcgr2a,Fcgr2b,Fcgr3a,Fcgr3b,Hla-dra,Hla-drb1,Hla-drb5,Hla-drb3,Hla-drb4,Il1r1,Cd74"
Brain	Microglia	Microglia	Microglia (M2b)	sec	"Csf3,Csf2,Il1b,Il6,Il10,Tnf"
Brain	Microglia	Microglia	Microglia (M2c)	pos	"Arg1,Socs3,Sphk1,Cd163,Il4r,Mrc1,Msr1,Scarb1"
Brain	Microglia	Microglia	Microglia (M2c)	sec	"Ccl16,Ccl18,Cxcl13,Il10,Tgfb1,Tgfb2,Tgfb3"
Brain	Microglia	Microglia	Microglia (M0)	pos	"Aif1,Itgam,Ptprc,Cd40,Cd68,Cx3cr1,Adgre1,Fcgr1a,Fcrl4,Csf1r,Mertk,P2ry12,Tmem119"
Brain	Microglia	Microglia	Microglia (M0)	sec	"Bdnf,Igf1"
Brain	Neuron	Neuron	Neuron (Adrenergic)	pos	"Dbh,Ddc,Npff,Pnmt,Slc12a7,Slc18a2,Syt1,Th"
Brain	Neuron	Neuron	Neuron (Noradrenergic)	pos	"Dbh,Ddc,Slc18a2,Slc18a3,Slc39a11,Slc6a2,Slc9b2,Th"
Brain	Neuron	Neuron	Neuron (Cholinergic)	pos	"Ache,Acly,Brca1,Chat,Slc18a3,Slc5a7,Tac1"
Brain	Neuron	Neuron	Neuron (Dopaminergic)	pos	"Cacna2d2,Cadps2,Chrna6,Dbh,Ddc,Folr1,Foxa2,Kcnj6,Lmx1b,Mapk8ip2,Neurod6,Nr4a2,Ntn1,Pitx3,Prkcg,Scn2a,Slc18a2,Slc18a3,Slc6a2,Slc6a3,Smad3,Tenm1,Th,Zim3"
Brain	Neuron	Neuron	Neuron (GABAergic)	pos	"Dlx1,Gabbr1,Gabbr2,Gad1,Gad2,Gadd45b,Mybpc1,Parm1,Pax2,Pvalb,Sema3c,Slc32a1,Slc6a1,Sst,Tnfaip8l3,Vip"
Brain	Neuron	Neuron	Neuron (Glutamatergic)	pos	"Gls,Glul,Grin1,Grin2b,Meis2,Slc17a6,Slc17a7,Slc17a8,Slc1a1,Slc1a2,Slc1a6"
Brain	Neuron	Neuron	Neuron (Glycinergic)	pos	"Slc32a1,Slc6a5,Slc6a9"
Brain	Neuron	Neuron	Neuron (Serotonergic)	pos	"Ddc,Esm1,Fev,Maoa,Slc18a2,Slc22a3,Slc6a4,Tph1,Tph2"
Brain	Neuron	Neuron	common	pos	"Arc,Atl1,Basp1,Bsn,Cap1,Cotl1,Crmp1,Dbn1,Dclk1,Dcx,Dlg3,Dlg4,Dpysl2,Dpysl5,Fabp7,Farp2,Gap43,Gnai2,Gnal,Gphn,Homer1,Kif5a,Kif5b,L1cam,Map2,Mapt,Ncam1,Nefh,Nefl,Nlgn1,Nlgn2,Nrp1,Nrxn1,Nrxn3,Prph,Rtn1,Shank1,Shank2,Shank3,Snap23,Snap25,Srfbp1,Strap,Stx1a,Stx7,Sv2a,Syn2,Syngr1,Syp,Syt4,Tubb3,Vamp1,Vamp2"
Brain	Neuron	Neuron	Motor neuron	pos	"Chat,En1,Evx1,Evx2,Fgf1,Isl1,Isl2,Lhx3,Mnx1,Ngfr,Nkx6-1,Sim1,Vsx2"
Brain	Neuron	Immature neuron	Immature neuron	pos	"Ascl1,Bcl2,Creb1,Cul5,Cux2,Epha3,Epha7,Fezf2,Foxd2,Fut9,Hivep2,Icam5,Lhx6,Nes,Neurod1,Neurog2,Nf1,Notch1,Notch3,Ntrk1,Ntrk3,Pax6,Pclo,Pomc,Prox1,Rax,Rbfox3,Rnd2,Robo1,Slc12a5,Slc1a1,Slc6a5,Sox5,Sstr2,Stim2,Syn1,Tbr1,Yy2"
Brain	Oligodendrocyte	Oligodendrocyte	common	pos	"Adamts4,Anln,Arrdc2,Arsg,Aspa,Bace1,Bcas1,Cldn11,Cldn14,Cntf,Creb5,Dbndd2,Ddc,Dpy19l1,Dusp15,Efnb3,Elovl7,Eml1,Enpp2,Enpp6,Ephb1,Ermn,Fa2h,Fasn,Fgfr2,Galc,Gamt,Gjb1,Gjc2,Gjc3,Gpr37,Gpr62,Hapln2,Hdac11,Hepacam,Il33,Itgb4,Itpr2,Kif13b,Kif6,Klhl2,Klk6,Mcam,Myo1d,Myrf,Nfe2l3,Ninj2,Nipal4,Nkx6-2,Npc1,Olig3,Opalin,Pde8a,Pex5l,Plekhh1,Pllp,Pnpla2,Pou3f1,Prkcz,Ptgds,S1pr5,Sec14l5,Sema4d,Sgk2,Sgk3,Slc25a19,Slc25a29,Slc25a38,Sox8,Sp7,St18,Tf,Tmem125,Tmem163,Tmem63a,Tmem88b,Tspan15,Tyro3,Vldlr,Zdhhc9"
Brain	Oligodendrocyte	Oligodendrocyte	Oligodendrocyte (Precursor cell)	pos	"Bcrp1,Cspg4,Nkx2-2,Olig2,Omg,Pdgfra,Sox10"
Brain	Oligodendrocyte	Oligodendrocyte	Oligodendrocyte (Immature)	pos	"Cnp,Olig1,Olig1"
Brain	Oligodendrocyte	Oligodendrocyte	"Oligodendrocyte (Mature, Non-Myelinating)"	pos	"Apc,Cnp,Olig1,Plp1,Rtn4"
Brain	Oligodendrocyte	Oligodendrocyte	"Oligodendrocyte (Mature, Myelinating)"	pos	"Apc,Cntnap2,Cnp,Mag,Mbp,Mog,Plp1,Rtn4,Omg,Tppp"
Brain	Oligodendrocyte progenitor cell	Oligodendrocyte progenitor cell	Oligodendrocyte progenitor cell	pos	"Aldoc,Ascl1,C1ql1,Cdo1,Cnp,Cspg4,Cspg5,Epn2,Etv5,Fyn,Gpr17,Gpr37l1,Kcnip3,Lad1,Lhfpl3,Matn4,Neu4,Nkx6-2,Nnat,Olig1,Olig2,Pcdh15,Pdgfra,Slc25a47,Sox10,Tmem100,Tnr,Vcan"
Brain	Ependymal cell	Ependymal cell	Ependymal cell	pos	"Ak7,Ak8,Angptl2,Aqp1,Aqp4,Calml4,Catip,Ccdc153,Celsr2,Cfap126,Cfap44,Cfap54,Cfap65,Chek2,Crocc,Crygn,Dnah12,Dynlrb2,Efnb3,Enkur,Fam166b,Fam216b,Foxj1,Gfap,Hdc,Hspa2,Iqcg,Krt15,Lrrc23,Meig1,Myb,Myo16,Nme9,Odf3b,Pcp4l1,Pifo,Pltp,Plxnb2,Pvalb,Rarres2,Rfx2,Riiad1,Rsph1,S100b,Six3,Spef2,Sspo,Stoml3,Tekt1,Tekt4,Tm4sf1,Tmem107,Tmem212,Trim71,Usp18,Zmynd10"
Brain	Ependymal cell	Ependymal cell	Tanycyte	pos	"Adm,Cacna2d2,Col23a1,Col25a1,Crym,Ctgf,Dio2,Drd2,Frzb,Gpr50,Igfbp5,Lhx2,Mest,Penk,Prdx6,Ptn,Rax,Rgcc,Rgs7bp,Scn7a,Slc16a2,Slc17a8,Sprr1a,Tgfb2,Vcan"
Brain	Neural stem/precursor cell	Neural stem/precursor cell	Neural stem/precursor cell	pos	"Aldoc,Apoe,Arx,Ascl2,Barhl2,Cbx3,Ccnd2,Dbx1,Dcx,Dll3,Dlx1,Dlx2,Dlx5,Eomes,Gfap,Hes5,Hopx,Id4,Ifi44,Ifit1,Igf1r,Igfbp3,Inafm2,Isg15,Lhx9,Mgat5,Neurod1,Neurod4,Neurog1,Neurog2,Nhlh1,Nxph1,Otx1,P2rx7,Parp12,Pbk,Pitx2,Plekhh2,Pou3f4,Ppp1r17,Prom1,Prss56,Rbm3,Rnd3,S100a6,S100b,Shox2,Slc1a3,Sox1,Sox2,Sox3,Sox9,Sp8,Sp9,Tlr3,Tmtc4,Tox3"
Brain	Purkinje neuron	Purkinje neuron	Purkinje neuron	pos	"Abat,Adgrb1,Atp2b2,Cacna2d2,Cacng2,Calb1,Camk2a,Cbln1,Cd3g,Cerk,Clstn3,Cnpy1,Cntnap2,Cplx1,Dlg4,Dlgap1,Gabra1,Gad1,Gad2,Gng4,Gpsm1,Gria3,Grid2,Grin1,Hcn1,Hdac6,Hivep2,Itpr3,Kcna2,Kcnma1,Mrps35,Nkain4,Nrip3,Omp,Pcbp3,Pcp4,Pcp4l1,Pde1a,Pde1b,Pde5a,Pde9a,Penk,Pkp4,Ppm1e,Prkca,Prkg1,Pvalb,Shank2,Shisa8,Slc12a5,Slc1a6,Slc22a15,Slc24a2,Slc24a3,Slc32a1,Synpr,Syt2,Th,Tshz1"
Brain	Trigeminal neuron	Trigeminal neuron	Trigeminal neuron	pos	"Add2,Ahnak2,Atl1,Avil,Calca,Calcb,Ccdc92,Clgn,Cpne3,Crebrf,Dgkh,Dgkz,Dhcr24,Fam189b,Fgf13,Fkbp1b,Gcnt2,Gdap1,Hspb8,Kcnab2,Nefh,Nefm,Nicn1,Parm1,Phf24,Piezo2,Pirt,Ppp1r1c,Prdm12,Prkx,Prph,Prune2,Rgs7bp,Rufy2,Scn10a,Scn7a,Scn9a,Slc17a6,Sncg,Synm,Tac1,Tln2,Vamp1,Vwa5a,Zdhhc2"
Brain	Neuroblast	Neuroblast	Neuroblast	pos	"Ascl1,Cckar,Cckbr,Cnr1,Cux2,Dab1,Dcx,Dll3,Dlx2,Draxin,Efna2,Egfr,Eomes,Epha4,Erbb4,Ezh2,Grm5,Igfbpl1,Isl1,Itga6,Klk3,Lrp8,Mapk7,Mark2,Ncam1,Ncan,Nes,Neurod1,Neurog1,Neurog2,Nkx6-1,Ntng1,Pbx1,Phf1,Pou6f2,Prok2,Prokr2,Pros1,Sall3,Scgn,Sirt1,Sp8,Sp9,Tacc3,Trim32,Tshz1,Tubb3,Vldlr,Wt1,Zbed4"
Brain	Pyramidal cell	Pyramidal cell	Pyramidal cell	pos	"Adrb2,Ager,Calb1,Camk2a,Cck,Ccm2,Cd3e,Dab1,Dlg4,Emx1,Fezf2,Gria3,Grin2d,Grm1,Grm5,Kcnb1,Kcnb2,Kcnd2,Kcnd3,Kcnn4,Kcnq2,Kcnq3,Map2,Nr4a2,Nrgn,Oxtr,Pcp4,Pde2a,Pou3f1,Rtn4,Satb2,Spink8,Synpr,Tbr1,Ywhaz"
Brain	Bergmann glial cell	Bergmann glia	Bergmann glia	pos	"A2m,Acsbg1,Aldh1l1,Aqp4,Atp7a,Bicd2,Btbd17,Cdc42ep4,Dao,Egfr,Fabp7,Gdf10,Gfap,Gja1,Gjb6,Gpr37l1,Gria1,Gria4,Grin2b,Grin3a,Grm3,Hepacam,Hopx,Itgb1,Itih3,Kif1bp,Metrn,Nrxn3,Ntsr2,P2rx7,P2ry1,Ptch1,S100b,Sept4,Slc1a2,Slc1a3,Slc4a4,Ttc21b,Ufl1,Vim,Zeb2"
Brain	Radial glial cell	Radial glia cell	Radial glia cell	pos	"Axin2,Cdh4,Emx2,Gfap,Gli3,Hes5,Notch3,Olig2,Pax6,Pdgfd,Riiad1,Slc1a3,Spry1,Vcam1"
Brain	Choroid plexus cell	Choroid plexus cell	Choroid plexus cell	pos	"Aqp1,Chmp1a,Cldn1,Cldn2,Clic6,Htr2c,Kl,Prlr,Slc13a4,Slc16a2,Slc23a2,Slc26a11,Slc29a4,Slc2a12,Slc31a1,Slc4a10,Slc4a2,Slc4a5,Sostdc1,Ttr,Wfikkn2"
Brain	Neuroendocrine cell	Neuroendocrine cell	Neuroendocrine cell	pos	"Abhd2,Arhgdig,Atxn1,Ccdc85c,Cck,Clasp2,Cxcl14,Dpf1,Dusp26,Fxyd7,Gpr88,Grm5,Mkl2,Negr1,Nkx2-2,Npy,Nrgn,Pde10a,Penk,Ppp1r1b,Prss12,Scn2b,Serpini1,Sfxn5,Spock1,Sst,Tac1"
Brain	Anterior pituitary gland cell	Anterior pituitary gland cell	Anterior pituitary gland cell	pos	"Aga,Angpt1,Asb4,Chga,Cpeb4,Fgf10,Fshb,Gh1,Gmppa,Gnb3,Gnrhr,Hepacam2,Igsf1,Lhb,Mest,Nktr,Nkx2-1,Nucb2,Pax7,Pcsk1,Pitx1,Pitx2,Pomc,Pou1f1,Prl,Rab27a,Rax,Rcn3,Sez6l2,Six6,Tbrg1,Tmem130,Tshb"
Brain	Pinealocyte	Pinealocyte	Pinealocyte	pos	"Aanat,Adra1b,Adrb1,Asmt,Cacna1f,Chrna3,Chrnb4,Cnga1,Cngb1,Crem,Crx,Drd4,Gng13,Gngt1,Gngt2,Neurod1,Pde10a,Pde6b,Pde6c,Pmepa1,Rom1,Sag,Slc6a6,Tph1"
Brain	Meningeal cell	Meningeal cell	Meningeal cell	pos	"Aldh1a2,Alx4,Bmp7,Dcn,Foxc1,Foxc2,Igf2,Igfbp2,Il33,Lum,Nnat,Nov,Pdgfra,Ptgds,Slc47a1,Vtn,Zic1,Zic3"
Brain	Cajal-Retzius cell	Cajal-Retzius cell	Cajal-Retzius cell	pos	"Aatf,Abcc5,Ache,Atp13a2,B3galt1,Barhl2,Cacna2d2,Calb2,Ccm2,Cdh4,Cib2,Clstn2,Cnr1,Cnrip1,Cntnap2,Dach1,Dact1,Diablo,Dnm3,Dync1i1,Ebf3,Edil3,Emx2,Eomes,Erc2,Fam196a,Fam69b,Fat3,Flrt3,Fsd1,Fut9,Gdf5,Gnl3l,Har1a,Homer2,Isoc1,Kcnh7,Lhx1,Lhx5,Lingo1,Lingo2,Lnpk,Lztfl1,Map9,Mapk8,Nanos1,Nbea,Ndnf,Nhlh2,Nrg1,Nsmce3,Nudt2,Pabpn1,Pnoc,Rab11fip2,Ralgps2,Reln,Rgmb,Rnf138,Slc17a6,Slc25a36,Slc25a46,Slitrk5,Smad1,Smoc2,Srgap3,St3gal5,Tbck,Tbr1,Tceal1,Tmem163,Tmem170b,Trim44,Wnt7b,Wrap73,Zcchc12,Zdbf2,Zic2"
Kidney	Podocyte	Podocyte	Podocyte	pos	"Htr1a,Adora2a,Adora2b,Adora3,Adra1a,Adrb2,Agtr1,Agtr2,Cdh13,Cd151,Cldn1,Clic5,Gja1,Crb3,Cxadr,Cxcr4,Ddr1,Drd1,Drd3,Dag1,Cdh1,Egfr,Ednra,Ednrb,Efnb2,Fat1,Fcgrt,Slc2a1,Slc2a2,Slc2a3,Slc2a4,Slc2a8,Il6st,Met,Icam1,Il17ra,Il6r,Ildr1,Ildr2,Insr,Itga2,Itga3,Itga8,Itgb1,Itgb3,Itgb4,F11r,Kirrel1,Lsr,Lrp6,Lrp2,Chrm5,Myd88,Nphs1,Mme,Nrp1,Nrp2,Notch1,Ocln,Oprm1,Ptafr,F2rl1,Cdh3,Plxnc1,Podxl,Nphs2,Podn,Pdpn,Ptger1,Ptger2,Ptger4,Ptgfr,Ptgir,Tbxa2r,Pth1r,Ptpru,Ptprm,P2rx4,P2rx5,P2rx6,P2rx7,P2ry1,P2ry11,P2ry2,P2ry4,P2ry6,Ltb4r,Ager,Ren,Robo2,Sema3a,Sema3b,Sema3c,Sema3d,Sema3e,Sema3f,Sema3g,Sirpa,Slc7a6,Sdc1,Sdc4,Thsd7a,Tlr1,Tlr2,Tlr4,Tlr5,Tlr6,Tlr8,Tlr10tmem47,Tnfrsf1a,Trpc6,Vangl2,Vcam1,Flt1,Kdr,Actb,Actr2,Actr3,Akap12,Akt1,Akt2,Akt3,Actn4,Prkaa2,Tfap2a,Asxl1,Atf3,Atg12,Atg5,Atg7,Bad,Bax,Arrb1,Ppp3cc,Camk2a,Cask,Casp3,Ctnnb1,Ctsl,Cd2ap,Cdc42,Prkg1,Sh3kbp1,Cgn,Cltc,Cfl1,Cttn,Cox2,Creb1,Crk,Cth,Des,Dnm1,Sh3gl2,Ext1,Ezr,Ptk2,Flnb,Fmn2,Foxc2,Foxo1,Foxo3,Foxo4,Fyn,Gga2,Grb2,Gsk3b,Hey1,Hspbap1,Ilk,Iqgap1,Irs1,Irs2,Lmx1b,Mad2l2,Mafb,Magi1,Magi2,Mapk1,Mical1,Fermt2,Myo1c,Myo1e,Nck1,Nck2,Nes,Nfatc1,Rela,Nlrp3,Myh10,Nox4,Wasl,Osr1,Bcar1,Cdkn1a,Cdkn1b,Tp53,Palld,Pard3,Pard6a,Parva,Pax2,Pax8,Pxn,Ppargc1a,Pik3ca,Lims1,Prkca,Nphs2,Pkd1,Ppp1ca,Ppp2ca,Ppara,Pparg,Pten,Ptpn1,Rab4a,Rab5a,Rab7a,Rac1,Rhoa,S100a4,Scrib,Septin1,Inppl1,Nr0b2,Sirt1,Smad3,Snai1,Snap23,Sort1,Src,Synj1,Synpo,Stx4,Stnb1,Map3k7,Tln1,Tcf21,Tead1,Tns2,Tjap1,Tlr2,Mtor,Crtc1,Tsc1,Tsc2,Txnip,Vamp2,Vim,Vcl,Wt1,Zeb2,Zyx"
